0.073	0.000	0.036	0.867	0.002	0.022	0.000	0.000
0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
0.636	0.000	0.232	0.092	0.024	0.016	0.000	0.000
0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
# IBD-probabilities , evaluation point 6, chr 1, 25.000cM
0.248	0.005	0.018	0.485	0.010	0.228	0.000	0.005
0.019	0.004	0.878	0.056	0.032	0.005	0.006	0.000
0.058	0.008	0.014	0.884	0.001	0.029	0.000	0.006
0.058	0.008	0.014	0.884	0.001	0.029	0.000	0.006
0.000	0.015	0.014	0.001	0.007	0.000	0.911	0.052
0.074	0.016	0.021	0.857	0.002	0.021	0.001	0.008
0.007	0.977	0.002	0.006	0.000	0.000	0.002	0.006
0.504	0.265	0.111	0.080	0.011	0.011	0.010	0.007
0.006	0.833	0.003	0.031	0.000	0.001	0.008	0.118
0.095	0.741	0.007	0.123	0.000	0.003	0.002	0.028
# IBD-probabilities , evaluation point 7, chr 1, 30.000cM
0.250	0.008	0.000	0.555	0.000	0.181	0.000	0.006
0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
0.056	0.011	0.000	0.897	0.000	0.028	0.000	0.008
0.056	0.011	0.000	0.897	0.000	0.028	0.000	0.008
0.000	0.000	0.000	0.000	0.010	0.000	0.990	0.000
0.075	0.027	0.000	0.867	0.000	0.019	0.000	0.011
0.010	0.974	0.000	0.008	0.000	0.000	0.000	0.008
0.362	0.558	0.000	0.062	0.000	0.006	0.000	0.012
0.007	0.678	0.000	0.049	0.000	0.003	0.000	0.263
0.167	0.525	0.000	0.263	0.000	0.009	0.000	0.037
# IBD-probabilities , evaluation point 8, chr 1, 35.000cM
0.217	0.005	0.042	0.588	0.010	0.133	0.000	0.004
0.006	0.003	0.964	0.016	0.007	0.000	0.004	0.000
0.049	0.008	0.018	0.893	0.001	0.025	0.000	0.006
0.049	0.008	0.018	0.893	0.001	0.025	0.000	0.006
0.000	0.015	0.014	0.001	0.007	0.000	0.904	0.060
0.061	0.018	0.128	0.765	0.004	0.015	0.002	0.008
0.007	0.977	0.002	0.006	0.000	0.000	0.002	0.006
0.185	0.766	0.005	0.030	0.001	0.002	0.003	0.009
0.003	0.364	0.012	0.041	0.001	0.003	0.148	0.428
0.202	0.246	0.103	0.397	0.004	0.015	0.008	0.026
# IBD-probabilities , evaluation point 9, chr 1, 40.000cM
0.180	0.000	0.087	0.628	0.014	0.091	0.000	0.000
0.009	0.000	0.954	0.028	0.009	0.000	0.000	0.000
0.040	0.000	0.032	0.906	0.001	0.021	0.000	0.000
0.040	0.000	0.032	0.906	0.001	0.021	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.880	0.120
0.049	0.000	0.259	0.674	0.006	0.011	0.000	0.000
0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.339	0.661
0.212	0.000	0.213	0.549	0.007	0.018	0.000	0.000
# IBD-probabilities , evaluation point 10, chr 1, 45.000cM
0.097	0.049	0.132	0.658	0.010	0.046	0.001	0.007
0.006	0.015	0.923	0.034	0.006	0.000	0.014	0.001
0.021	0.020	0.039	0.895	0.001	0.012	0.001	0.012
0.021	0.020	0.039	0.895	0.001	0.012	0.001	0.012
0.001	0.194	0.074	0.019	0.002	0.001	0.584	0.126
0.024	0.026	0.371	0.553	0.005	0.005	0.007	0.009
0.003	0.956	0.009	0.015	0.000	0.000	0.007	0.011
0.007	0.958	0.014	0.009	0.000	0.000	0.008	0.005
0.001	0.142	0.038	0.110	0.002	0.005	0.246	0.457
0.106	0.113	0.213	0.527	0.005	0.012	0.008	0.017
# IBD-probabilities , evaluation point 11, chr 1, 50.000cM
0.000	0.103	0.183	0.703	0.000	0.000	0.002	0.009
0.000	0.026	0.915	0.036	0.000	0.000	0.022	0.001
0.000	0.036	0.042	0.902	0.000	0.000	0.001	0.020
0.000	0.036	0.042	0.902	0.000	0.000	0.001	0.020
0.000	0.347	0.102	0.039	0.000	0.000	0.391	0.121
0.000	0.043	0.486	0.445	0.000	0.000	0.014	0.012
0.000	0.930	0.015	0.026	0.000	0.000	0.011	0.018
0.000	0.948	0.022	0.014	0.000	0.000	0.010	0.006
0.000	0.242	0.060	0.193	0.000	0.000	0.179	0.326
0.000	0.220	0.215	0.525	0.000	0.000	0.013	0.027
# IBD-probabilities , evaluation point 12, chr 1, 55.000cM
0.473	0.062	0.098	0.320	0.010	0.033	0.001	0.003
0.002	0.029	0.909	0.033	0.002	0.000	0.024	0.001
0.003	0.042	0.038	0.890	0.000	0.002	0.001	0.023
0.003	0.042	0.038	0.890	0.000	0.002	0.001	0.023
0.002	0.475	0.099	0.056	0.001	0.001	0.255	0.111
0.002	0.043	0.591	0.334	0.001	0.001	0.018	0.010
0.002	0.911	0.017	0.034	0.000	0.000	0.012	0.023
0.487	0.478	0.014	0.008	0.004	0.003	0.004	0.002
0.002	0.316	0.066	0.252	0.001	0.004	0.127	0.232
0.005	0.273	0.192	0.484	0.001	0.002	0.013	0.030
# IBD-probabilities , evaluation point 13, chr 1, 60.000cM
1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.026	0.925	0.027	0.000	0.000	0.022	0.001
0.000	0.047	0.030	0.896	0.000	0.000	0.001	0.026
0.000	0.047	0.030	0.896	0.000	0.000	0.001	0.026
0.000	0.594	0.078	0.071	0.000	0.000	0.155	0.101
0.000	0.037	0.709	0.228	0.000	0.000	0.020	0.006
0.000	0.909	0.015	0.040	0.000	0.000	0.011	0.025
1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.380	0.060	0.307	0.000	0.000	0.084	0.169
0.000	0.332	0.169	0.456	0.000	0.000	0.012	0.030
# IBD-probabilities , evaluation point 14, chr 1, 65.000cM
0.970	0.007	0.002	0.011	0.002	0.009	0.000	0.000
0.002	0.017	0.950	0.016	0.002	0.000	0.014	0.000
0.007	0.048	0.017	0.895	0.000	0.006	0.001	0.026
0.007	0.048	0.017	0.895	0.000	0.006	0.001	0.026
0.007	0.704	0.043	0.081	0.001	0.002	0.073	0.088
0.001	0.023	0.840	0.118	0.001	0.000	0.015	0.002
0.007	0.907	0.009	0.042	0.000	0.000	0.007	0.027
0.947	0.020	0.004	0.018	0.004	0.007	0.000	0.000
0.056	0.391	0.036	0.348	0.005	0.015	0.040	0.110
0.226	0.296	0.084	0.339	0.007	0.022	0.006	0.021
# IBD-probabilities , evaluation point 15, chr 1, 70.000cM
0.963	0.010	0.000	0.014	0.000	0.012	0.000	0.000
0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
0.010	0.047	0.000	0.910	0.000	0.008	0.000	0.025
0.010	0.047	0.000	0.910	0.000	0.008	0.000	0.025
0.011	0.822	0.000	0.088	0.000	0.003	0.000	0.077
0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
0.010	0.922	0.000	0.041	0.000	0.000	0.000	0.026
0.920	0.034	0.000	0.035	0.000	0.011	0.000	0.000
0.127	0.389	0.000	0.396	0.000	0.021	0.000	0.067
0.485	0.234	0.000	0.235	0.000	0.033	0.000	0.012
# IBD-probabilities , evaluation point 16, chr 1, 75.000cM
0.963	0.007	0.005	0.010	0.005	0.009	0.000	0.000
0.016	0.325	0.469	0.156	0.002	0.001	0.028	0.003
0.007	0.042	0.003	0.919	0.000	0.006	0.000	0.022
0.007	0.042	0.003	0.919	0.000	0.006	0.000	0.022
0.008	0.846	0.004	0.079	0.000	0.002	0.005	0.056
0.021	0.407	0.460	0.072	0.002	0.000	0.034	0.004
0.007	0.929	0.002	0.036	0.000	0.000	0.002	0.023
0.735	0.024	0.174	0.027	0.032	0.007	0.002	0.000
0.159	0.182	0.362	0.223	0.014	0.013	0.031	0.017
0.698	0.128	0.026	0.112	0.006	0.026	0.001	0.004
# IBD-probabilities , evaluation point 17, chr 1, 80.000cM
0.985	0.000	0.008	0.000	0.007	0.000	0.000	0.000
0.000	0.714	0.000	0.277	0.000	0.000	0.000	0.009
0.000	0.035	0.000	0.947	0.000	0.000	0.000	0.018
0.000	0.035	0.000	0.947	0.000	0.000	0.000	0.018
0.000	0.891	0.000	0.070	0.000	0.000	0.000	0.040
0.000	0.890	0.000	0.099	0.000	0.000	0.000	0.011
0.000	0.953	0.000	0.028	0.000	0.000	0.000	0.019
0.584	0.000	0.372	0.000	0.044	0.000	0.000	0.000
0.186	0.000	0.790	0.000	0.024	0.000	0.000	0.000
0.948	0.000	0.041	0.000	0.011	0.000	0.000	0.000
# IBD-probabilities , evaluation point 18, chr 1, 85.000cM
0.971	0.012	0.005	0.003	0.005	0.003	0.000	0.000
0.218	0.624	0.010	0.129	0.001	0.009	0.003	0.006
0.003	0.018	0.050	0.915	0.000	0.003	0.001	0.010
0.003	0.018	0.050	0.915	0.000	0.003	0.001	0.010
0.171	0.764	0.004	0.034	0.001	0.005	0.004	0.017
0.013	0.921	0.006	0.046	0.000	0.001	0.005	0.009
0.008	0.961	0.002	0.015	0.000	0.000	0.002	0.011
0.274	0.012	0.514	0.155	0.031	0.012	0.002	0.001
0.086	0.006	0.791	0.092	0.014	0.006	0.004	0.000
0.946	0.018	0.021	0.004	0.007	0.003	0.001	0.000
# IBD-probabilities , evaluation point 19, chr 1, 90.000cM
0.980	0.020	0.000	0.000	0.000	0.000	0.000	0.000
0.457	0.543	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.098	0.902	0.000	0.000	0.000	0.000
0.000	0.000	0.098	0.902	0.000	0.000	0.000	0.000
0.356	0.644	0.000	0.000	0.000	0.000	0.000	0.000
0.018	0.982	0.000	0.000	0.000	0.000	0.000	0.000
0.010	0.990	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.675	0.325	0.000	0.000	0.000	0.000
0.000	0.000	0.814	0.186	0.000	0.000	0.000	0.000
0.970	0.030	0.000	0.000	0.000	0.000	0.000	0.000
# IBD-probabilities , evaluation point 20, chr 1, 95.000cM
0.890	0.014	0.025	0.039	0.012	0.019	0.000	0.001
0.521	0.253	0.129	0.059	0.011	0.010	0.012	0.004
0.024	0.003	0.130	0.824	0.002	0.013	0.000	0.003
0.024	0.003	0.130	0.824	0.002	0.013	0.000	0.003
0.467	0.301	0.106	0.085	0.010	0.009	0.012	0.010
0.011	0.978	0.004	0.001	0.000	0.000	0.004	0.002
0.008	0.984	0.002	0.002	0.000	0.000	0.002	0.002
0.052	0.001	0.602	0.311	0.020	0.011	0.001	0.000
0.024	0.004	0.749	0.203	0.011	0.005	0.004	0.001
0.880	0.019	0.029	0.039	0.013	0.019	0.001	0.001
# IBD-probabilities , evaluation point 21, chr 1, 100.000cM
0.825	0.000	0.048	0.073	0.022	0.033	0.000	0.000
0.578	0.000	0.254	0.125	0.024	0.020	0.000	0.000
0.048	0.000	0.158	0.766	0.005	0.023	0.000	0.000
0.048	0.000	0.158	0.766	0.005	0.023	0.000	0.000
0.563	0.000	0.216	0.177	0.023	0.020	0.000	0.000
0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
0.098	0.000	0.548	0.302	0.033	0.019	0.000	0.000
0.048	0.000	0.705	0.219	0.019	0.009	0.000	0.000
0.815	0.000	0.056	0.073	0.023	0.032	0.000	0.000
